PP algorithm, 0, 90197, 90197
PP algorithm, 0, 94491, 1.0
PP algorithm, 0, 16474, 1.0
PP algorithm, 0, 12043, 1.0
PP algorithm, 0, 225069, 1.0
PP algorithm, 0, 409085, 1.0
Follow the Gap algorithm, 0, 268793, 1.0
Follow the Gap algorithm, 0, 223603, 1.0
Follow the Gap algorithm, 0, 73942, 1.0
Follow the Gap algorithm, 0, 445583, 1.0
